2006d209_20h39m13s_Cont_mike_PKS2155-304.csv
This .csv file was written on, 2006-08-01, 13:48:51
Object, PKS2155-304 

System Data:
Centfreq, 12218.000000 
Bandwdth, 400.000000 
Focus, 7.890625 
Instrume, Total Power 

Calibration Data:
Tcal1, 13.300000 
Tcal2, 15.200000 
Hzperk1, 6292.328374 
Hzperk2, 5764.255743 
Hzkerr1, 0.808053 
Hzkerr2, 0.930089 
Tsys1, 98.062331 
Tsys2, 98.293136 
Tsyserr1, 0.106484 
Tsyserr2, 0.102435 
MJD_cent taken from center of on source scan is, 53944.858216
RA_cent taken from center of on source scan is, 329.823420
RA_mean averaged over center scan is, 329.824423
Dec Apparent 1st scan, -30.164918
Dec Apparent 2nd scan, -30.194786
Dec Apparent 3rd scan, nan
Hour Angle 1st scan, -47.417424
Hour Angle 2nd scan, -46.813748
Hour Angle 3rd scan, -46.206454

RA_apprn,LHC_Pl,RHC_Pl,RA_apprn,LHC_Pl,RHC_Pl,RA_apprn,LHC_Pl,RHC_Pl
0.035201,0.139114,0.249482,0.035450,0.337848,0.210432,0.035002,0.230532,0.344935
0.035536,0.176873,0.199585,0.035783,0.333873,0.238634,0.035337,0.242456,0.360121
0.035870,0.157000,0.273345,0.036118,0.276240,0.175722,0.035672,0.220595,0.310225
0.036204,0.135139,0.240804,0.036452,0.310025,0.266837,0.036005,0.186810,0.347105
0.036538,0.137127,0.232126,0.036787,0.306051,0.284192,0.036340,0.256367,0.377476
0.036872,0.170911,0.199585,0.037120,0.304063,0.264667,0.036674,0.228544,0.331919
0.037207,0.133152,0.190908,0.037455,0.335861,0.258159,0.037008,0.216620,0.303717
0.037541,0.166937,0.234296,0.037789,0.286177,0.219110,0.037342,0.214633,0.340596
0.037875,0.168924,0.271176,0.038123,0.300088,0.238634,0.037677,0.214633,0.286361
0.038897,0.133152,0.273345,0.038457,0.290152,0.260329,0.038011,0.168924,0.318902
0.039231,0.178861,0.249482,0.038792,0.323937,0.277684,0.038345,0.198734,0.318902
0.039565,0.160975,0.221279,0.039126,0.314000,0.234296,0.038679,0.236494,0.375307
0.039899,0.145076,0.229957,0.039460,0.308038,0.242973,0.039014,0.196747,0.288531
0.040234,0.164949,0.223449,0.039794,0.286177,0.251651,0.039348,0.202709,0.360121
0.040568,0.196747,0.216940,0.040129,0.321949,0.251651,0.039682,0.250405,0.340596
0.040902,0.155013,0.249482,0.040463,0.347785,0.203924,0.040017,0.252392,0.329749
0.041236,0.188797,0.234296,0.040797,0.325924,0.255990,0.040351,0.198734,0.342766
0.041571,0.186810,0.186569,0.041131,0.329899,0.232126,0.040685,0.248418,0.351444
0.041905,0.160975,0.212602,0.041466,0.321949,0.290700,0.041019,0.218608,0.347105
0.042239,0.172899,0.264667,0.041800,0.315987,0.232126,0.041353,0.216620,0.327580
0.042573,0.184823,0.223449,0.042134,0.270278,0.216940,0.041688,0.230532,0.308055
0.042908,0.129177,0.223449,0.042468,0.296114,0.251651,0.042023,0.200721,0.295039
0.043242,0.141101,0.203924,0.042803,0.373620,0.273345,0.042356,0.226557,0.305886
0.043576,0.151038,0.253820,0.043137,0.357721,0.232126,0.042690,0.256367,0.288531
0.043910,0.210658,0.221279,0.043471,0.276240,0.262498,0.043025,0.256367,0.318902
0.043557,0.155013,0.210432,0.043805,0.276240,0.236465,0.043359,0.184823,0.360121
0.044579,0.160975,0.099793,0.044140,0.290152,0.288531,0.043693,0.228544,0.269006
0.044913,0.160975,0.253820,0.044474,0.292139,0.238634,0.044027,0.286177,0.301547
0.044560,0.158987,0.219110,0.044808,0.333873,0.210432,0.044362,0.212645,0.297208
0.045581,0.196747,0.240804,0.045142,0.306051,0.221279,0.044696,0.262329,0.329749
0.045916,0.147063,0.221279,0.045477,0.300088,0.203924,0.045030,0.258354,0.279853
0.045562,0.109304,0.234296,0.045811,0.270278,0.314564,0.045364,0.222582,0.323241
0.045896,0.224570,0.219110,0.046145,0.298101,0.164875,0.045699,0.208671,0.375307
0.046918,0.180848,0.221279,0.046479,0.290152,0.258159,0.046033,0.270278,0.269006
0.047253,0.176873,0.195246,0.046814,0.264316,0.197416,0.046367,0.264316,0.342766
0.047587,0.180848,0.249482,0.047148,0.284190,0.206093,0.046701,0.228544,0.290700
0.047233,0.198734,0.180061,0.047482,0.286177,0.249482,0.047036,0.258354,0.383985
0.048255,0.145076,0.219110,0.047816,0.262329,0.240804,0.047370,0.194759,0.301547
0.048589,0.147063,0.173552,0.048151,0.312013,0.186569,0.047704,0.180848,0.269006
0.048236,0.186810,0.195246,0.048485,0.296114,0.245143,0.048038,0.256367,0.266837
0.048570,0.141101,0.190908,0.048819,0.290152,0.247312,0.048372,0.252392,0.290700
0.048904,0.131165,0.219110,0.049154,0.315987,0.225618,0.048707,0.212645,0.312394
0.049926,0.143089,0.169214,0.049488,0.329899,0.260329,0.049041,0.250405,0.323241
0.049573,0.166937,0.232126,0.049822,0.353747,0.227787,0.049375,0.226557,0.297208
0.050594,0.155013,0.156197,0.050156,0.284190,0.258159,0.049709,0.242456,0.314564
0.050241,0.192772,0.206093,0.050491,0.284190,0.212602,0.050044,0.238481,0.342766
0.050576,0.133152,0.175722,0.050825,0.276240,0.219110,0.050378,0.240468,0.292870
0.050910,0.157000,0.219110,0.051159,0.296114,0.295039,0.050712,0.256367,0.299378
0.051243,0.129177,0.221279,0.051493,0.272266,0.206093,0.051046,0.230532,0.342766
0.051578,0.176873,0.169214,0.051828,0.321949,0.275514,0.051380,0.234506,0.282023
0.051913,0.162962,0.201755,0.052162,0.339835,0.223449,0.051715,0.222582,0.318902
0.052247,0.192772,0.180061,0.051808,0.312013,0.219110,0.052049,0.280215,0.299378
0.052580,0.145076,0.164875,0.052830,0.264316,0.216940,0.052383,0.192772,0.288531
0.052915,0.145076,0.158367,0.053165,0.317975,0.245143,0.052718,0.202709,0.338427
0.053249,0.238481,0.138842,0.053499,0.321949,0.221279,0.053051,0.232519,0.344935
0.053584,0.151038,0.210432,0.053833,0.272266,0.245143,0.053386,0.234506,0.312394
0.053917,0.129177,0.156197,0.054167,0.278228,0.271176,0.053720,0.244443,0.303717
0.054251,0.109304,0.193077,0.054502,0.315987,0.292870,0.053367,0.256367,0.329749
0.054586,0.125202,0.158367,0.054148,0.300088,0.251651,0.054388,0.220595,0.338427
0.054920,0.176873,0.184399,0.055169,0.339835,0.251651,0.054723,0.212645,0.336258
0.055254,0.162962,0.195246,0.054817,0.317975,0.221279,0.055057,0.252392,0.325411
0.056276,0.164949,0.193077,0.055839,0.264316,0.264667,0.054703,0.256367,0.353613
0.056610,0.147063,0.206093,0.055485,0.304063,0.262498,0.055038,0.256367,0.407848
0.056944,0.145076,0.162705,0.055819,0.300088,0.258159,0.056059,0.266304,0.355782
0.057279,0.168924,0.149689,0.056154,0.298101,0.221279,0.055706,0.222582,0.327580
0.057613,0.147063,0.164875,0.057176,0.276240,0.234296,0.056040,0.266304,0.325411
0.057948,0.147063,0.145350,0.057510,0.315987,0.271176,0.056374,0.190785,0.377476
0.058281,0.180848,0.214771,0.057844,0.290152,0.258159,0.057396,0.242456,0.379646
0.058615,0.149051,0.193077,0.058178,0.294126,0.180061,0.057043,0.214633,0.344935
0.058950,0.166937,0.180061,0.058513,0.310025,0.232126,0.057377,0.194759,0.351444
0.059285,0.145076,0.223449,0.058847,0.349772,0.240804,0.057711,0.262329,0.362291
0.059618,0.131165,0.199585,0.059181,0.323937,0.271176,0.058733,0.180848,0.351444
0.059952,0.155013,0.234296,0.059515,0.367658,0.271176,0.059067,0.236494,0.366629
0.060287,0.131165,0.186569,0.059850,0.268291,0.271176,0.059402,0.224570,0.360121
0.060621,0.125202,0.210432,0.060184,0.339835,0.216940,0.059736,0.278228,0.370968
0.060955,0.145076,0.227787,0.060518,0.321949,0.219110,0.060070,0.208671,0.451236
0.061289,0.133152,0.229957,0.061540,0.310025,0.247312,0.060404,0.218608,0.414356
0.061624,0.109304,0.186569,0.061874,0.314000,0.225618,0.060739,0.262329,0.329749
0.061958,0.164949,0.214771,0.062208,0.278228,0.229957,0.061073,0.238481,0.394832
0.062292,0.157000,0.212602,0.062543,0.302076,0.184399,0.061407,0.218608,0.318902
0.062626,0.145076,0.219110,0.062877,0.284190,0.182230,0.061741,0.204696,0.327580
0.062961,0.184823,0.186569,0.063211,0.302076,0.232126,0.062763,0.232519,0.364460
0.063295,0.137127,0.119317,0.063545,0.268291,0.273345,0.063097,0.220595,0.373138
0.063629,0.105329,0.199585,0.063880,0.226557,0.160536,0.063431,0.188797,0.405679
0.063963,0.147063,0.145350,0.064214,0.256367,0.177891,0.063766,0.230532,0.360121
0.064298,0.145076,0.167044,0.064548,0.296114,0.206093,0.064100,0.212645,0.412187
0.064632,0.139114,0.190908,0.064882,0.250405,0.253820,0.064434,0.212645,0.292870
0.064965,0.170911,0.169214,0.065216,0.298101,0.190908,0.064768,0.226557,0.292870
0.065300,0.133152,0.193077,0.065551,0.296114,0.160536,0.065103,0.182835,0.303717
0.065634,0.188797,0.180061,0.065885,0.256367,0.177891,0.065437,0.254380,0.275514
0.065969,0.145076,0.154028,0.066219,0.268291,0.180061,0.065771,0.260342,0.310225
0.066302,0.123215,0.154028,0.066553,0.310025,0.221279,0.066105,0.228544,0.305886
0.066637,0.123215,0.160536,0.066888,0.314000,0.193077,0.066440,0.174886,0.316733
0.066971,0.121228,0.197416,0.067222,0.256367,0.177891,0.066774,0.266304,0.355782
0.067306,0.162962,0.193077,0.067556,0.274253,0.210432,0.067108,0.232519,0.386154
0.067639,0.081481,0.171383,0.067891,0.308038,0.225618,0.067442,0.240468,0.323241
0.067974,0.097380,0.175722,0.068225,0.317975,0.173552,0.067777,0.264316,0.321072
0.068308,0.190785,0.234296,0.068559,0.300088,0.210432,0.068111,0.270278,0.331919
0.067955,0.115266,0.171383,0.068893,0.308038,0.219110,0.068445,0.214633,0.342766
0.068977,0.153025,0.134503,0.069228,0.310025,0.190908,0.068780,0.238481,0.334088
0.069311,0.109304,0.190908,0.069562,0.337848,0.234296,0.069113,0.250405,0.303717
0.069645,0.160975,0.223449,0.069896,0.290152,0.234296,0.069448,0.262329,0.329749
0.069292,0.180848,0.234296,0.070230,0.286177,0.195246,0.069782,0.264316,0.316733
0.070314,0.141101,0.214771,0.070565,0.351759,0.141011,0.070117,0.214633,0.303717
0.070648,0.155013,0.210432,0.070899,0.272266,0.208263,0.070451,0.264316,0.318902
0.070982,0.158987,0.199585,0.071233,0.298101,0.238634,0.070785,0.244443,0.271176
0.071316,0.093405,0.234296,0.071567,0.308038,0.164875,0.071120,0.250405,0.292870
0.071650,0.155013,0.180061,0.071902,0.266304,0.145350,0.071454,0.214633,0.299378
0.071985,0.115266,0.245143,0.072236,0.353747,0.212602,0.071788,0.270278,0.277684
0.071631,0.158987,0.197416,0.072570,0.298101,0.227787,0.072122,0.220595,0.273345
0.071965,0.188797,0.238634,0.072904,0.264316,0.190908,0.072456,0.220595,0.290700
0.072987,0.180848,0.253820,0.073238,0.345797,0.151858,0.072791,0.184823,0.273345
0.072634,0.164949,0.169214,0.073572,0.282202,0.184399,0.073125,0.272266,0.284192
0.072968,0.129177,0.236465,0.073907,0.298101,0.203924,0.073459,0.238481,0.314564
0.073302,0.164949,0.232126,0.074241,0.260342,0.236465,0.073793,0.224570,0.236465
0.074324,0.143089,0.212602,0.074575,0.262329,0.258159,0.074128,0.230532,0.266837
0.073971,0.172899,0.225618,0.074222,0.310025,0.180061,0.073774,0.228544,0.260329
0.074305,0.143089,0.214771,0.075244,0.292139,0.219110,0.074796,0.256367,0.318902
0.074639,0.145076,0.203924,0.075578,0.302076,0.251651,0.075131,0.248418,0.264667
0.075661,0.174886,0.229957,0.075912,0.286177,0.175722,0.075465,0.252392,0.297208
0.075308,0.160975,0.138842,0.075559,0.266304,0.308055,0.075111,0.264316,0.273345
0.075642,0.117253,0.193077,0.075893,0.310025,0.199585,0.076133,0.220595,0.240804
0.075976,0.141101,0.182230,0.076915,0.312013,0.208263,0.076468,0.232519,0.264667
0.076310,0.153025,0.236465,0.077249,0.298101,0.208263,0.076802,0.264316,0.284192
0.076644,0.149051,0.223449,0.076896,0.310025,0.199585,0.076448,0.262329,0.303717
0.076979,0.145076,0.201755,0.077230,0.298101,0.258159,0.077470,0.270278,0.279853
0.077313,0.168924,0.232126,0.078252,0.294126,0.208263,0.077805,0.284190,0.284192
0.077648,0.192772,0.193077,0.077898,0.274253,0.234296,0.078138,0.236494,0.286361
0.077981,0.168924,0.251651,0.078233,0.288164,0.247312,0.078473,0.222582,0.305886
0.078316,0.139114,0.212602,0.078567,0.288164,0.242973,0.078119,0.268291,0.269006
0.078650,0.168924,0.190908,0.078901,0.292139,0.219110,0.079142,0.232519,0.277684
0.078985,0.133152,0.221279,0.079235,0.317975,0.206093,0.078788,0.288164,0.266837
0.079318,0.176873,0.210432,0.079570,0.272266,0.156197,0.079122,0.258354,0.310225
0.079653,0.178861,0.221279,0.079904,0.260342,0.188738,0.080144,0.260342,0.305886
0.079987,0.216620,0.221279,0.080238,0.280215,0.145350,0.080478,0.240468,0.258159
0.081009,0.115266,0.175722,0.080572,0.236494,0.197416,0.080125,0.278228,0.266837
0.081343,0.212645,0.197416,0.080907,0.260342,0.201755,0.080459,0.218608,0.210432
0.081677,0.141101,0.223449,0.081241,0.286177,0.184399,0.080793,0.264316,0.206093
0.082011,0.174886,0.201755,0.081575,0.216620,0.236465,0.081127,0.216620,0.292870
0.082346,0.160975,0.221279,0.081909,0.315987,0.184399,0.081461,0.236494,0.277684
0.082680,0.194759,0.240804,0.082244,0.272266,0.184399,0.081796,0.274253,0.310225
0.083014,0.184823,0.238634,0.082578,0.335861,0.195246,0.082130,0.246430,0.255990
0.083348,0.166937,0.219110,0.082912,0.270278,0.158367,0.082464,0.228544,0.286361
0.083683,0.125202,0.223449,0.083246,0.331886,0.149689,0.082798,0.212645,0.258159
0.084017,0.158987,0.253820,0.083580,0.302076,0.195246,0.083133,0.242456,0.340596
0.084351,0.172899,0.216940,0.083915,0.315987,0.279853,0.083467,0.248418,0.299378
0.084685,0.172899,0.229957,0.084249,0.329899,0.175722,0.083801,0.288164,0.260329
0.084332,0.220595,0.197416,0.084583,0.270278,0.221279,0.084135,0.238481,0.318902
0.085353,0.141101,0.234296,0.084917,0.286177,0.201755,0.084470,0.240468,0.251651
0.085688,0.115266,0.253820,0.085252,0.292139,0.258159,0.084804,0.210658,0.299378
0.086022,0.200721,0.247312,0.085586,0.262329,0.190908,0.085138,0.276240,0.266837
0.085669,0.143089,0.242973,0.085920,0.325924,0.199585,0.085472,0.260342,0.299378
0.086003,0.113278,0.201755,0.086254,0.337848,0.177891,0.085807,0.218608,0.323241
0.087025,0.091418,0.203924,0.086588,0.391506,0.199585,0.086141,0.264316,0.279853
0.087359,0.129177,0.193077,0.086923,0.276240,0.173552,0.086475,0.278228,0.316733
0.087005,0.166937,0.206093,0.087257,0.339835,0.249482,0.086809,0.286177,0.299378
0.088027,0.164949,0.199585,0.087591,0.325924,0.225618,0.087143,0.242456,0.262498
0.088362,0.127190,0.208263,0.087925,0.284190,0.197416,0.087478,0.278228,0.277684
0.088696,0.141101,0.229957,0.088260,0.345797,0.210432,0.087812,0.222582,0.325411
0.088342,0.157000,0.162705,0.088594,0.294126,0.271176,0.088146,0.258354,0.290700
0.089364,0.103342,0.201755,0.088928,0.319962,0.275514,0.088480,0.282202,0.301547
0.089698,0.135139,0.221279,0.089262,0.341823,0.232126,0.088814,0.268291,0.323241
0.089345,0.170911,0.219110,0.089597,0.296114,0.284192,0.089149,0.252392,0.318902
0.089679,0.153025,0.229957,0.089931,0.349772,0.177891,0.089483,0.248418,0.314564
0.090701,0.180848,0.190908,0.090265,0.284190,0.173552,0.089817,0.262329,0.301547
0.091035,0.157000,0.162705,0.090599,0.288164,0.175722,0.090151,0.272266,0.316733
0.090682,0.145076,0.206093,0.090933,0.353747,0.225618,0.090486,0.290152,0.301547
0.091016,0.115266,0.212602,0.091268,0.363683,0.188738,0.090820,0.276240,0.303717
0.091350,0.127190,0.227787,0.091601,0.357721,0.193077,0.091154,0.262329,0.334088
0.091685,0.164949,0.199585,0.091936,0.329899,0.249482,0.091488,0.226557,0.275514
0.092019,0.095392,0.125825,0.092271,0.319962,0.242973,0.091823,0.314000,0.308055
0.092353,0.149051,0.182230,0.092605,0.341823,0.193077,0.092157,0.226557,0.282023
0.092687,0.139114,0.167044,0.092938,0.308038,0.188738,0.092491,0.248418,0.334088
0.093021,0.139114,0.175722,0.093273,0.347785,0.236465,0.092825,0.238481,0.327580
0.093356,0.113278,0.214771,0.093608,0.335861,0.227787,0.093160,0.242456,0.312394
0.093689,0.164949,0.112809,0.093942,0.329899,0.253820,0.093494,0.288164,0.327580
0.094024,0.158987,0.199585,0.094275,0.317975,0.251651,0.093828,0.254380,0.290700
0.094358,0.151038,0.219110,0.094610,0.325924,0.223449,0.094162,0.254380,0.308055
0.094692,0.162962,0.206093,0.094944,0.357721,0.160536,0.094496,0.315987,0.288531
0.095026,0.093405,0.182230,0.095278,0.329899,0.242973,0.094831,0.242456,0.334088
0.095361,0.164949,0.199585,0.095612,0.272266,0.197416,0.095165,0.310025,0.331919
0.095695,0.162962,0.216940,0.095947,0.349772,0.216940,0.095499,0.321949,0.353613
0.096029,0.196747,0.260329,0.096281,0.333873,0.232126,0.095833,0.252392,0.308055
0.097051,0.145076,0.206093,0.096615,0.359709,0.210432,0.096168,0.246430,0.316733
0.097385,0.109304,0.225618,0.096949,0.264316,0.210432,0.096502,0.310025,0.321072
0.097720,0.160975,0.190908,0.097284,0.337848,0.245143,0.096836,0.246430,0.292870
0.098053,0.117253,0.225618,0.097618,0.304063,0.193077,0.097170,0.284190,0.318902
0.098387,0.095392,0.203924,0.097952,0.312013,0.223449,0.097504,0.276240,0.273345
0.098722,0.131165,0.232126,0.098286,0.312013,0.236465,0.097839,0.264316,0.266837
0.099056,0.145076,0.210432,0.098621,0.304063,0.208263,0.098173,0.296114,0.279853
0.099390,0.206683,0.245143,0.098955,0.306051,0.227787,0.098507,0.256367,0.329749
0.099724,0.119240,0.251651,0.099289,0.268291,0.240804,0.098841,0.339835,0.308055
0.100059,0.182835,0.219110,0.099623,0.286177,0.258159,0.099176,0.306051,0.321072
0.100393,0.153025,0.247312,0.099958,0.347785,0.225618,0.099510,0.278228,0.273345
0.100727,0.194759,0.210432,0.100292,0.337848,0.180061,0.099844,0.296114,0.312394
0.101061,0.155013,0.219110,0.100626,0.331886,0.308055,0.100178,0.262329,0.334088
0.101396,0.147063,0.240804,0.100960,0.333873,0.160536,0.100512,0.230532,0.305886
0.101730,0.127190,0.245143,0.101294,0.304063,0.255990,0.100847,0.286177,0.310225
0.102064,0.162962,0.266837,0.101629,0.345797,0.197416,0.101181,0.315987,0.305886
0.102399,0.099367,0.240804,0.101963,0.343810,0.214771,0.101515,0.284190,0.269006
0.102733,0.127190,0.251651,0.102297,0.345797,0.253820,0.101849,0.280215,0.288531
0.103067,0.172899,0.279853,0.102631,0.323937,0.182230,0.102184,0.315987,0.368799
0.103401,0.160975,0.262498,0.102966,0.296114,0.275514,0.102517,0.284190,0.338427
0.103736,0.196747,0.219110,0.103300,0.278228,0.229957,0.102852,0.258354,0.295039
0.104070,0.180848,0.236465,0.103634,0.327911,0.203924,0.103186,0.284190,0.342766
0.104403,0.151038,0.236465,0.103968,0.315987,0.216940,0.103520,0.276240,0.312394
0.104738,0.125202,0.271176,0.104303,0.317975,0.158367,0.103854,0.262329,0.353613
0.105072,0.186810,0.253820,0.104637,0.321949,0.214771,0.104188,0.284190,0.355782
0.105407,0.131165,0.236465,0.104971,0.349772,0.203924,0.104523,0.349772,0.325411
0.105740,0.149051,0.288531,0.105306,0.308038,0.225618,0.104857,0.280215,0.301547
0.106075,0.123215,0.242973,0.105640,0.337848,0.203924,0.105191,0.310025,0.321072
0.106409,0.127190,0.216940,0.105974,0.306051,0.238634,0.105525,0.310025,0.295039
0.106743,0.145076,0.258159,0.106308,0.329899,0.180061,0.105860,0.290152,0.299378
0.107077,0.176873,0.284192,0.106643,0.387531,0.201755,0.106194,0.272266,0.334088
0.107411,0.131165,0.214771,0.106977,0.351759,0.201755,0.105841,0.298101,0.373138
0.107746,0.157000,0.208263,0.107311,0.343810,0.203924,0.106862,0.292139,0.368799
0.108080,0.131165,0.269006,0.107645,0.331886,0.169214,0.107197,0.288164,0.321072
0.108414,0.117253,0.279853,0.107980,0.363683,0.186569,0.107531,0.272266,0.344935
0.108749,0.155013,0.234296,0.108314,0.351759,0.203924,0.107178,0.323937,0.308055
0.109083,0.206683,0.221279,0.108648,0.371633,0.275514,0.107512,0.286177,0.314564
0.109417,0.127190,0.240804,0.108983,0.335861,0.227787,0.108533,0.329899,0.340596
0.109751,0.151038,0.275514,0.109317,0.304063,0.269006,0.108868,0.288164,0.353613
0.110086,0.105329,0.277684,0.109651,0.292139,0.234296,0.108514,0.310025,0.351444
0.110420,0.129177,0.282023,0.109298,0.321949,0.227787,0.108849,0.282202,0.334088
0.110754,0.149051,0.245143,0.110320,0.302076,0.251651,0.109870,0.296114,0.342766
0.111088,0.166937,0.260329,0.110654,0.329899,0.219110,0.110205,0.284190,0.275514
0.111423,0.153025,0.277684,0.110300,0.327911,0.225618,0.109851,0.319962,0.340596
0.111757,0.119240,0.253820,0.111322,0.331886,0.225618,0.110185,0.256367,0.290700
0.112090,0.145076,0.201755,0.111657,0.323937,0.221279,0.111207,0.306051,0.349274
0.112425,0.145076,0.229957,0.111991,0.329899,0.271176,0.111541,0.310025,0.297208
0.112760,0.129177,0.247312,0.111637,0.377595,0.210432,0.111876,0.268291,0.290700
0.113094,0.151038,0.201755,0.111972,0.381569,0.236465,0.112210,0.286177,0.279853
0.113428,0.145076,0.240804,0.112993,0.345797,0.245143,0.112545,0.274253,0.321072
0.113762,0.137127,0.203924,0.112640,0.347785,0.247312,0.112878,0.274253,0.323241
0.114096,0.131165,0.184399,0.112974,0.308038,0.223449,0.113212,0.314000,0.282023
0.114431,0.123215,0.210432,0.113309,0.345797,0.258159,0.113547,0.242456,0.295039
0.114764,0.157000,0.210432,0.113643,0.373620,0.195246,0.113882,0.317975,0.325411
0.115099,0.204696,0.214771,0.113977,0.343810,0.212602,0.114215,0.333873,0.258159
0.115433,0.137127,0.325411,0.114999,0.349772,0.188738,0.114549,0.323937,0.338427
0.115080,0.131165,0.195246,0.115333,0.310025,0.173552,0.115571,0.306051,0.331919
0.116102,0.119240,0.229957,0.115667,0.333873,0.184399,0.115906,0.292139,0.284192
0.116436,0.117253,0.171383,0.116001,0.310025,0.229957,0.116240,0.276240,0.279853
0.116083,0.164949,0.206093,0.116336,0.302076,0.227787,0.116574,0.290152,0.269006
0.116417,0.149051,0.242973,0.116670,0.341823,0.195246,0.116908,0.266304,0.305886
0.117439,0.158987,0.221279,0.117005,0.315987,0.227787,0.117243,0.345797,0.334088
0.117773,0.157000,0.177891,0.117339,0.333873,0.219110,0.117577,0.250405,0.316733
0.118107,0.198734,0.260329,0.117673,0.355734,0.203924,0.117911,0.327911,0.266837
0.117754,0.162962,0.201755,0.118007,0.329899,0.206093,0.118246,0.300088,0.362291
0.118776,0.123215,0.264667,0.119029,0.371633,0.240804,0.118580,0.308038,0.318902
0.118423,0.121228,0.245143,0.119363,0.339835,0.251651,0.118914,0.333873,0.299378
0.118757,0.164949,0.236465,0.119698,0.357721,0.242973,0.119248,0.319962,0.295039
0.119091,0.160975,0.184399,0.120031,0.381569,0.149689,0.119583,0.367658,0.258159
0.120113,0.143089,0.260329,0.120366,0.359709,0.251651,0.119917,0.337848,0.301547
0.119760,0.131165,0.203924,0.120700,0.359709,0.238634,0.120251,0.308038,0.338427
0.120094,0.216620,0.236465,0.121035,0.302076,0.193077,0.120585,0.327911,0.351444
0.121115,0.157000,0.249482,0.121368,0.341823,0.255990,0.120920,0.300088,0.286361
0.120762,0.151038,0.275514,0.121703,0.355734,0.214771,0.121254,0.343810,0.290700
0.121097,0.170911,0.216940,0.122038,0.337848,0.234296,0.121588,0.331886,0.397001
0.121430,0.202709,0.225618,0.122371,0.310025,0.245143,0.121922,0.341823,0.258159
0.121765,0.162962,0.201755,0.122706,0.369645,0.266837,0.122257,0.256367,0.295039
0.122099,0.107316,0.277684,0.123040,0.367658,0.232126,0.122591,0.317975,0.331919
0.122433,0.137127,0.238634,0.123374,0.337848,0.221279,0.122925,0.333873,0.258159
0.122767,0.178861,0.164875,0.123708,0.335861,0.197416,0.123259,0.319962,0.284192
0.123102,0.176873,0.236465,0.124042,0.365671,0.273345,0.123594,0.260342,0.229957
0.123436,0.151038,0.197416,0.124377,0.397468,0.177891,0.123928,0.260342,0.238634
0.123770,0.145076,0.238634,0.124711,0.329899,0.277684,0.124262,0.300088,0.245143
0.124104,0.141101,0.203924,0.125045,0.393494,0.238634,0.124596,0.329899,0.269006
0.124439,0.091418,0.229957,0.125379,0.389519,0.225618,0.124931,0.327911,0.327580
0.124773,0.149051,0.190908,0.125713,0.353747,0.221279,0.125265,0.329899,0.282023
0.125107,0.131165,0.199585,0.126048,0.345797,0.262498,0.125599,0.337848,0.312394
0.125441,0.145076,0.225618,0.126382,0.333873,0.232126,0.125933,0.304063,0.305886
0.125775,0.141101,0.219110,0.126716,0.361696,0.242973,0.126268,0.310025,0.316733
0.126797,0.153025,0.253820,0.127051,0.341823,0.227787,0.126602,0.343810,0.331919
0.127131,0.143089,0.262498,0.127385,0.343810,0.258159,0.126936,0.290152,0.305886
0.127466,0.107316,0.258159,0.127719,0.337848,0.258159,0.127270,0.343810,0.318902
0.127800,0.045709,0.223449,0.128053,0.361696,0.193077,0.127605,0.296114,0.312394
0.128134,0.133152,0.206093,0.128387,0.407405,0.221279,0.127939,0.325924,0.331919
0.128468,0.198734,0.190908,0.128722,0.387531,0.245143,0.128272,0.300088,0.242973
0.128802,0.119240,0.210432,0.129056,0.327911,0.236465,0.128607,0.337848,0.264667
0.129137,0.079494,0.201755,0.129390,0.327911,0.199585,0.128941,0.365671,0.299378
0.129471,0.127190,0.229957,0.129724,0.385544,0.117148,0.129275,0.319962,0.292870
0.129805,0.153025,0.249482,0.130059,0.367658,0.225618,0.129609,0.300088,0.310225
0.130139,0.101354,0.206093,0.130393,0.349772,0.216940,0.129943,0.323937,0.255990
0.130474,0.117253,0.232126,0.130727,0.351759,0.158367,0.130278,0.365671,0.266837
0.130808,0.115266,0.216940,0.131061,0.363683,0.177891,0.130612,0.355734,0.266837
0.131142,0.131165,0.206093,0.131395,0.329899,0.210432,0.130946,0.339835,0.308055
0.131476,0.147063,0.154028,0.131042,0.369645,0.214771,0.131281,0.321949,0.295039
0.131811,0.155013,0.188738,0.132064,0.425291,0.247312,0.131615,0.268291,0.303717
0.132145,0.109304,0.212602,0.132398,0.417342,0.225618,0.131949,0.363683,0.242973
0.132479,0.121228,0.234296,0.132045,0.437215,0.247312,0.132283,0.343810,0.314564
0.132813,0.119240,0.219110,0.133067,0.369645,0.206093,0.132617,0.377595,0.329749
0.133148,0.155013,0.182230,0.133401,0.321949,0.240804,0.132952,0.306051,0.271176
0.132794,0.115266,0.199585,0.133735,0.315987,0.180061,0.133286,0.349772,0.234296
0.133815,0.129177,0.180061,0.133382,0.276240,0.184399,0.133620,0.315987,0.247312
0.134150,0.119240,0.175722,0.133716,0.377595,0.156197,0.133954,0.300088,0.299378
0.134484,0.162962,0.190908,0.134738,0.375607,0.219110,0.134289,0.300088,0.301547
0.134131,0.151038,0.182230,0.134384,0.401443,0.201755,0.134623,0.349772,0.314564
0.134464,0.141101,0.177891,0.134719,0.347785,0.229957,0.134957,0.341823,0.318902
0.135487,0.097380,0.242973,0.135053,0.427278,0.203924,0.135291,0.351759,0.277684
