"2006d222_05h46m53s_Cont_mike_3C123.csv",,,,
"This .csv file was written on",07/08/14,09:51:47,,
"Object"," 3C123 ",,,
,,,,
-0.097818,2.423,2.75,1239,0.000334
-0.097484,2.407,2.661,1240,0.000334
-0.097150,2.404,2.965,1241,0.000333
-0.096817,2.36,2.718,1242,0.000334
-0.096483,2.456,2.709,1243,0.000334
-0.096149,2.455,2.761,1244,0.000334
-0.095815,2.457,2.86,1245,0.000334
-0.095481,2.485,2.846,1246,0.000334
-0.095147,2.473,2.832,1247,0.000334
-0.094813,2.484,2.819,1248,0.000333
-0.094480,2.488,2.684,1249,0.000334
-0.094146,2.447,2.67,1250,0.000330
-0.093816,2.475,2.691,1251,0.000338
-0.093478,2.572,2.791,1252,0.000334
-0.093144,2.513,2.689,1253,0.000334
-0.092810,2.507,2.694,1254,0.000329
-0.092481,2.497,2.636,1255,0.000334
-0.092147,2.497,2.696,1256,0.000338
-0.091809,2.521,2.807,1257,0.000334
-0.091475,2.523,2.729,1258,0.000330
-0.091145,2.546,2.72,1259,0.000338
-0.090807,2.559,2.724,1260,0.000334
-0.090473,2.542,2.705,1261,0.000334
-0.090139,2.592,2.816,1262,0.000329
-0.089810,2.479,2.754,1263,0.000338
-0.089472,2.413,2.755,1264,0.000334
-0.089138,2.435,2.827,1265,0.000330
-0.088808,2.465,2.865,1266,0.000334
-0.088474,2.449,2.895,1267,0.000338
-0.088136,2.445,2.829,1268,0.000334
-0.087802,2.488,2.867,1269,0.000329
-0.087473,2.461,2.773,1270,0.000334
-0.087139,2.407,2.778,1271,0.000338
-0.086801,2.522,2.824,1272,0.000334
-0.086467,2.442,2.82,1273,0.000330
-0.086137,2.408,2.759,1274,0.000334
-0.085803,2.46,2.843,1275,0.000338
-0.085465,2.501,2.87,1276,0.000334
-0.085131,2.502,2.845,1277,0.000329
-0.084802,2.517,2.979,1278,0.000334
-0.084468,2.506,2.849,1279,0.000338
-0.084130,2.524,2.78,1280,0.000334
-0.083796,2.495,2.837,1281,0.000330
-0.083466,2.539,2.881,1282,0.000333
-0.083133,2.617,2.97,1283,0.000339
-0.082794,2.503,2.94,1284,0.000334
-0.082460,2.473,2.913,1285,0.000329
-0.082131,2.43,2.896,1286,0.000334
-0.081797,2.429,2.879,1287,0.000338
-0.081459,2.462,2.858,1288,0.000330
-0.081129,2.392,2.781,1289,0.000333
-0.080796,2.412,2.788,1290,0.000334
-0.080462,2.501,2.813,1291,0.000339
-0.080123,2.563,2.802,1292,0.000329
-0.079794,2.633,2.835,1293,0.000334
-0.079460,2.578,2.816,1294,0.000334
-0.079126,2.562,2.778,1295,0.000338
-0.078788,2.599,2.795,1296,0.000330
-0.078458,2.533,2.823,1297,0.000333
-0.078125,2.555,2.818,1298,0.000339
-0.077786,2.613,2.875,1299,0.000334
-0.077452,2.42,2.938,1300,0.000329
-0.077123,2.447,2.959,1301,0.000334
-0.076789,2.458,2.946,1302,0.000338
-0.076451,2.463,2.978,1303,-0.000352
-0.076803,2.51,3.07,1304,0.000329
-0.076474,2.469,2.878,1305,0.000334
-0.076140,2.491,2.887,1306,0.000338
-0.075802,2.479,2.849,1307,0.000334
-0.075468,2.474,2.883,1308,0.000334
-0.075134,2.603,2.976,1309,0.000334
-0.074800,2.53,2.818,1310,0.000334
-0.074466,2.459,2.828,1311,0.000334
-0.074132,2.523,2.786,1312,0.000334
-0.073798,2.516,2.812,1313,0.000333
-0.073465,2.557,2.904,1314,0.000339
-0.073126,2.491,2.825,1315,0.000334
-0.072792,2.51,2.907,1316,0.000329
-0.072463,2.529,2.898,1317,0.000334
-0.072129,2.58,2.928,1318,0.001024
-0.071105,2.678,2.926,1319,0.000334
-0.070771,2.635,2.945,1320,0.000330
-0.070441,2.632,2.922,1321,0.000334
-0.070107,2.632,2.89,1322,0.000338
-0.069769,2.675,2.891,1323,0.000334
-0.069435,2.606,2.881,1324,0.000329
-0.069106,2.654,2.904,1325,0.000334
-0.068772,2.612,2.835,1326,0.000338
-0.068434,2.62,2.825,1327,0.000330
-0.068104,2.56,2.835,1328,0.000334
-0.067770,2.575,2.862,1329,0.001020
-0.066750,2.604,2.966,1330,0.000338
-0.066412,2.591,2.93,1331,0.000329
-0.066083,2.566,2.994,1332,0.000334
-0.065749,2.605,3.029,1333,0.000334
-0.065415,2.633,2.985,1334,0.000339
-0.065076,2.714,3.05,1335,0.000329
-0.064747,2.622,2.911,1336,0.000334
-0.064413,2.579,2.918,1337,0.000334
-0.064079,2.59,2.91,1338,0.000338
-0.063741,2.562,2.91,1339,0.000330
-0.063411,2.642,3.047,1340,0.000333
-0.063078,2.634,3.013,1341,0.000334
-0.062744,2.643,2.983,1342,0.000339
-0.062405,2.605,2.996,1343,0.000329
-0.062076,2.617,2.942,1344,0.000329
-0.061747,2.673,2.993,1345,0.000339
-0.061408,2.592,2.931,1346,0.000334
-0.061074,2.557,2.877,1347,0.000329
-0.060745,2.551,2.846,1348,0.000338
-0.060407,2.7,2.86,1349,0.000334
-0.060073,2.575,2.847,1350,0.000334
-0.059739,2.644,2.935,1351,0.000329
-0.059410,2.625,2.901,1352,0.000334
-0.059076,2.55,2.942,1353,0.000339
-0.058737,2.568,2.935,1354,0.000333
-0.058404,2.605,3.015,1355,0.000330
-0.058074,2.584,3.088,1356,0.000334
-0.057740,2.618,2.987,1357,0.000338
-0.057402,2.633,2.957,1358,0.000334
-0.057068,2.634,2.99,1359,0.000329
-0.056739,2.601,2.981,1360,0.000334
-0.056405,2.629,3.054,1361,0.000339
-0.056066,2.658,2.946,1362,0.000333
-0.055733,2.617,2.907,1363,0.000330
-0.055403,2.618,2.946,1364,0.000334
-0.055069,2.628,2.91,1365,0.000338
-0.054731,2.695,2.966,1366,0.000334
-0.054397,2.541,2.914,1367,0.000329
-0.054068,2.553,2.937,1368,0.000339
-0.053729,2.555,2.907,1369,0.000333
-0.053396,2.632,3.026,1370,0.000330
-0.053066,2.722,3.114,1371,0.000334
-0.052732,2.724,3.096,1372,0.000338
-0.052394,2.709,3.022,1373,0.000334
-0.052060,2.57,2.957,1374,0.000329
-0.051731,2.538,2.934,1375,0.000334
-0.051397,2.5,2.948,1376,0.000338
-0.051059,2.537,3.1,1377,0.000334
-0.050725,2.497,3.043,1378,0.000330
-0.050395,2.487,3.043,1379,0.000334
-0.050061,2.529,3.033,1380,0.000338
-0.049723,2.59,2.982,1381,0.000334
-0.049389,2.587,3.065,1382,0.000329
-0.049060,2.606,2.999,1383,0.000334
-0.048726,2.642,3.037,1384,0.000338
-0.048388,2.639,3.049,1385,0.000334
-0.048054,2.678,3.079,1386,0.000330
-0.047724,2.659,3.088,1387,0.000333
-0.047391,2.651,3.02,1388,0.000339
-0.047052,2.599,3.013,1389,0.000334
-0.046718,2.601,2.997,1390,0.000329
-0.046389,2.545,2.989,1391,0.000334
-0.046055,2.577,3.092,1392,0.000338
-0.045717,2.562,3.004,1393,0.000334
-0.045383,2.631,2.98,1394,0.000330
-0.045053,2.605,3.008,1395,0.000334
-0.044719,2.635,3.067,1396,0.000338
-0.044381,2.632,3.056,1397,0.000334
-0.044047,2.625,3.079,1398,-0.000357
-0.044404,2.588,3.044,1399,0.000338
-0.044066,2.628,3.042,1400,0.000338
-0.043728,2.594,2.994,1401,0.000330
-0.043398,2.635,3.017,1402,0.000329
-0.043069,2.756,3.071,1403,0.000339
-0.042730,2.774,2.941,1404,0.000338
-0.042392,2.736,2.968,1405,0.000329
-0.042063,2.731,2.929,1406,0.000330
-0.041733,2.76,2.882,1407,0.000338
-0.041395,2.763,2.98,1408,0.000338
-0.041057,2.66,2.898,1409,0.000330
-0.040727,2.613,2.957,1410,0.000329
-0.040398,2.673,2.939,1411,0.000338
-0.040060,2.679,2.986,1412,0.000334
-0.039726,2.721,3.06,1413,0.001020
-0.038706,2.7,2.992,1414,0.000330
-0.038376,2.711,2.978,1415,0.000338
-0.038038,2.644,2.967,1416,0.000334
-0.037704,2.652,2.853,1417,0.000334
-0.037370,2.692,2.891,1418,0.000329
-0.037041,2.682,2.888,1419,0.000339
-0.036702,2.673,2.909,1420,0.000334
-0.036368,2.654,2.852,1421,0.000329
-0.036039,2.694,2.913,1422,0.000334
-0.035705,2.681,2.883,1423,0.000338
-0.035367,2.713,2.928,1424,0.000334
-0.035033,2.677,2.899,1425,0.000329
-0.034704,2.658,2.898,1426,0.000334
-0.034370,2.662,2.894,1427,0.000339
-0.034031,2.676,2.937,1428,0.000333
-0.033698,2.686,2.99,1429,0.000330
-0.033368,2.62,2.928,1430,0.000334
-0.033034,2.627,2.916,1431,0.000338
-0.032696,2.622,2.922,1432,0.000334
-0.032362,2.585,2.818,1433,0.000329
-0.032033,2.665,3.045,1434,0.000334
-0.031699,2.671,3.005,1435,0.000339
-0.031360,2.58,3.025,1436,0.000333
-0.031027,2.665,3.027,1437,0.000330
-0.030697,2.721,3.052,1438,0.000334
-0.030363,2.717,3.07,1439,0.000338
-0.030025,2.602,3.121,1440,0.000334
-0.029691,2.644,3.032,1441,0.000329
-0.029362,2.627,3.039,1442,0.000334
-0.029028,2.64,3.069,1443,0.000338
-0.028690,2.686,3.113,1444,0.000334
-0.028356,2.729,3.094,1445,0.000330
-0.028026,2.635,3.042,1446,0.000334
-0.027692,2.739,3.069,1447,-0.000348
-0.028040,2.744,2.974,1448,0.000333
-0.027707,2.72,2.991,1449,0.001016
-0.026691,2.67,2.997,1450,-0.000348
-0.027039,2.675,3.004,1451,0.001020
-0.026019,2.678,2.903,1452,-0.000352
-0.026371,2.653,2.977,1453,0.000329
-0.026042,2.637,3.017,1454,0.000339
-0.025703,2.703,3.063,1455,0.000334
-0.025369,2.662,3.047,1456,0.000329
-0.025040,2.652,3.013,1457,0.000334
-0.024706,2.65,3.001,1458,0.000338
-0.024368,2.584,3.02,1459,0.000334
-0.024034,2.643,3.101,1460,0.000334
-0.023700,2.616,3.039,1461,0.000329
-0.023371,2.583,3.023,1462,0.000339
-0.023032,2.582,3.018,1463,0.000334
-0.022698,2.65,3.083,1464,0.000333
-0.022365,2.731,3.04,1465,0.000330
-0.022035,2.688,3.095,1466,0.000338
-0.021697,2.705,3.087,1467,0.000334
-0.021363,2.685,3.076,1468,0.001020
-0.020343,2.71,3.019,1469,0.000330
-0.020013,2.701,3.102,1470,0.000338
-0.019675,2.706,3.112,1471,0.000334
-0.019341,2.666,3.08,1472,0.000334
-0.019007,2.682,3.022,1473,0.000333
-0.018674,2.677,3.026,1474,0.000339
-0.018335,2.642,3.051,1475,0.000334
-0.018001,2.655,3.081,1476,0.000329
-0.017672,2.578,3.02,1477,0.000334
-0.017338,2.621,3.029,1478,0.000338
-0.017000,2.602,3.032,1479,0.000334
-0.016666,2.634,2.989,1480,0.000330
-0.016336,2.693,3.055,1481,0.000333
-0.016003,2.646,2.992,1482,0.000339
-0.015664,2.687,3.072,1483,0.000329
-0.015335,2.651,3.015,1484,0.000334
-0.015001,2.651,3.1,1485,0.000334
-0.014667,2.691,2.986,1486,0.000338
-0.014329,2.676,3.011,1487,0.000329
-0.014000,2.634,3.05,1488,0.000334
-0.013666,2.592,3.045,1489,0.000334
-0.013332,2.581,3.055,1490,0.000339
-0.012993,2.657,3.059,1491,0.000329
-0.012664,2.615,3.123,1492,0.000329
-0.012335,2.662,3.193,1493,0.000339
-0.011996,2.626,3.142,1494,0.000338
-0.011658,2.773,3.1,1495,0.000330
-0.011328,2.65,3.11,1496,0.000329
-0.010999,2.648,3.122,1497,0.000338
-0.010661,2.647,3.173,1498,0.000334
-0.010327,2.68,3.133,1499,0.000334
-0.009993,2.666,3.126,1500,0.000329
-0.009664,2.632,3.245,1501,0.000339
-0.009325,2.74,3.196,1502,0.000334
-0.008991,2.724,3.122,1503,0.000333
-0.008658,2.675,3.152,1504,0.000330
-0.008328,2.613,3.147,1505,0.000338
-0.007990,2.615,3.068,1506,0.000334
-0.007656,2.663,3.058,1507,0.000334
-0.007322,2.608,3.025,1508,0.000329
-0.006993,2.6,3.025,1509,0.000339
-0.006654,2.609,3.031,1510,0.000333
-0.006321,2.624,3.116,1511,0.000330
-0.005991,2.659,3.107,1512,0.000334
-0.005657,2.69,3.1,1513,0.000338
-0.005319,2.657,3.126,1514,0.000334
-0.004985,2.662,3.101,1515,-0.000357
-0.005342,2.659,3.112,1516,0.001020
-0.004322,2.629,3.128,1517,-0.000348
-0.004670,2.641,3.238,1518,0.000334
-0.004336,2.637,3.197,1519,0.000330
-0.004006,2.636,3.148,1520,0.000333
-0.003673,2.658,3.139,1521,0.000339
-0.003334,2.638,3.107,1522,0.000334
-0.003000,2.651,3.039,1523,0.000329
-0.002671,2.668,3.022,1524,0.000334
-0.002337,2.657,3.015,1525,0.000338
-0.001999,2.687,2.959,1526,0.000334
-0.001665,2.657,3.027,1527,0.000329
-0.001336,2.674,3.124,1528,0.000334
-0.001002,2.655,3.035,1529,0.000339
-0.000663,2.626,3.058,1530,0.000333
-0.000330,2.664,3.089,1531,0.000330
0.000000,2.658,3.1,1532,0.001020
0.001020,2.733,3.204,1533,0.000338
0.001358,2.631,3.082,1534,0.000334
0.001692,2.631,3.063,1535,0.000330
0.002022,2.645,3.035,1536,0.000334
0.002356,2.654,3.032,1537,0.000338
0.002694,2.681,3.06,1538,0.000334
0.003028,2.661,3.079,1539,0.000329
0.003357,2.65,3.072,1540,0.000338
0.003695,2.715,3.028,1541,0.000334
0.004029,2.706,3.038,1542,0.000330
0.004359,2.661,2.958,1543,0.000333
0.004692,2.595,2.996,1544,0.000339
0.005031,2.586,2.926,1545,0.000334
0.005365,2.566,2.924,1546,0.000329
0.005694,2.569,3.046,1547,0.000334
0.006028,2.609,3.039,1548,0.000338
0.006366,2.647,3.088,1549,0.000334
0.006700,2.689,3.09,1550,0.000334
0.007034,2.693,3.067,1551,0.000330
0.007364,2.595,3.04,1552,0.000338
0.007702,2.605,3.033,1553,0.000334
0.008036,2.647,3.088,1554,0.000334
0.008370,2.613,3.04,1555,0.000333
0.008703,2.594,3.038,1556,0.000339
0.009042,2.579,3.029,1557,0.000334
0.009376,2.67,3.048,1558,0.000329
0.009705,2.675,3.047,1559,0.000334
0.010039,2.624,3.043,1560,0.000338
0.010377,2.657,3.072,1561,0.000334
0.010711,2.708,3.047,1562,0.000329
0.011040,2.651,3.093,1563,0.000334
0.011374,2.675,3.078,1564,0.000339
0.011713,2.691,3.013,1565,0.000333
0.012046,2.721,3.007,1566,0.000330
0.012376,2.709,3.008,1567,0.000334
0.012710,2.693,3.001,1568,0.000338
0.013048,2.738,3,1569,0.000330
0.013378,2.699,3.047,1570,0.000333
0.013711,2.649,3.073,1571,0.000334
0.014045,2.508,3.061,1572,0.000339
0.014384,2.596,2.99,1573,0.000329
0.014713,2.566,2.984,1574,0.000329
0.015042,2.552,2.972,1575,0.000339
0.015381,2.582,2.965,1576,0.000338
0.015719,2.597,2.947,1577,0.000329
0.016048,2.559,2.966,1578,0.000330
0.016378,2.582,3.019,1579,0.000338
0.016716,2.578,2.948,1580,-0.000348
0.016368,2.548,2.963,1581,0.001016
0.017384,2.621,2.932,1582,-0.000357
0.017027,2.597,2.987,1583,0.001025
0.018052,2.578,2.911,1584,-0.000353
0.017699,2.614,2.905,1585,0.000334
0.018033,2.571,2.899,1586,0.000330
0.018363,2.573,2.944,1587,0.000338
0.018701,2.602,2.91,1588,0.000334
0.019035,2.588,2.918,1589,0.000334
0.019369,2.623,2.999,1590,0.000329
0.019698,2.662,2.877,1591,0.000338
0.020036,2.619,2.911,1592,0.000334
0.020370,2.62,3.015,1593,0.000330
0.020700,2.58,3.025,1594,0.000333
0.021033,2.698,2.935,1595,0.000339
0.021372,2.602,2.979,1596,0.000334
0.021706,2.561,2.961,1597,0.000329
0.022035,2.493,2.917,1598,0.000334
0.022369,2.493,2.83,1599,0.000338
0.022707,2.487,2.982,1600,0.001020
0.023727,2.617,2.905,1601,0.000330
0.024057,2.546,2.921,1602,0.000334
0.024391,2.514,2.952,1603,0.000338
0.024729,2.567,2.946,1604,0.000334
0.025063,2.567,2.933,1605,0.000329
0.025392,2.577,2.921,1606,0.000334
0.025726,2.476,2.907,1607,0.000338
0.026064,2.479,2.909,1608,0.000334
0.026398,2.524,2.882,1609,0.000330
0.026728,2.49,2.9,1610,0.000334
0.027062,2.502,2.902,1611,0.000338
0.027400,2.523,2.874,1612,0.000334
0.027734,2.55,2.852,1613,0.000329
0.028063,2.521,2.905,1614,0.000334
0.028397,2.531,2.894,1615,0.000338
0.028735,2.573,2.945,1616,0.000330
0.029065,2.545,2.936,1617,0.000334
0.029399,2.528,2.887,1618,0.000338
0.029737,2.499,2.901,1619,0.000334
0.030071,2.48,3.039,1620,0.000329
0.030400,2.518,3.008,1621,0.000334
0.030734,2.498,2.901,1622,0.000338
0.031072,2.481,2.99,1623,0.000334
0.031406,2.567,3.072,1624,0.000330
0.031736,2.529,2.975,1625,0.000334
0.032070,2.586,2.869,1626,0.000338
0.032408,2.577,2.842,1627,0.000334
0.032742,2.497,2.832,1628,0.000329
0.033071,2.474,2.846,1629,0.000334
0.033405,2.529,2.833,1630,0.000338
0.033743,2.454,2.929,1631,0.000334
0.034077,2.49,2.927,1632,0.000330
0.034407,2.516,2.876,1633,0.000333
0.034740,2.523,2.817,1634,0.000339
0.035079,2.505,2.865,1635,0.000334
0.035413,2.518,2.787,1636,0.000329
0.035742,2.52,2.824,1637,0.000334
0.036076,2.465,2.797,1638,0.000338
0.036414,2.423,2.891,1639,0.000334
0.036748,2.45,2.86,1640,0.000330
0.037078,2.46,2.854,1641,0.000338
0.037416,2.475,2.846,1642,0.000338
0.037754,2.419,2.86,1643,0.000330
0.038084,2.432,2.831,1644,0.000334
0.038418,2.456,2.853,1645,-0.000353
0.038065,2.489,2.89,1646,0.001025
0.039090,2.556,2.83,1647,-0.000357
0.038733,2.586,2.791,1648,0.001020
0.039753,2.532,2.834,1649,0.000334
0.040087,2.486,2.777,1650,-0.000348
0.039739,2.463,2.821,1651,0.000329
0.040068,2.455,2.826,1652,0.000334
0.040402,2.492,2.851,1653,0.001020
0.041422,2.473,2.84,1654,-0.000348
0.041074,2.437,2.847,1655,0.000330
0.041404,2.413,2.833,1656,0.000334
0.041738,2.408,2.83,1657,0.000333
0.042071,2.453,2.812,1658,0.000339
0.042410,2.339,2.756,1659,0.000329
0.042739,2.314,2.777,1660,0.000330
0.043069,2.337,2.766,1661,0.000338
0.043407,2.383,2.804,1662,0.000334
0.043741,2.409,2.809,1663,0.000334
0.044075,2.427,2.807,1664,0.000334
0.044409,2.396,2.846,1665,0.000334
0.044743,2.401,2.818,1666,0.000333
0.045076,2.406,2.778,1667,0.000330
0.045406,2.453,2.788,1668,0.000334
0.045740,2.437,2.797,1669,0.000338
0.046078,2.49,2.799,1670,0.001020
0.047098,2.474,2.781,1671,0.000329
0.047427,2.462,2.793,1672,0.000334
0.047761,2.475,2.8,1673,0.000339
0.048100,2.473,2.805,1674,0.000333
0.048433,2.454,2.849,1675,0.000330
0.048763,2.501,2.881,1676,0.000334
0.049097,2.462,2.79,1677,0.000338
0.049435,2.402,2.861,1678,0.000334
0.049769,2.419,2.91,1679,0.000329
0.050098,2.396,2.828,1680,0.000334
0.050432,2.322,2.856,1681,0.000339
0.050771,2.309,2.831,1682,0.000334
0.051105,2.336,2.813,1683,0.000329
0.051434,2.398,2.828,1684,0.000338
0.051772,2.357,2.792,1685,0.000334
0.052106,2.386,2.741,1686,0.000334
0.052440,2.485,2.766,1687,0.000329
0.052769,2.449,2.754,1688,0.000339
0.053108,2.448,2.771,1689,0.000333
0.053441,2.41,2.687,1690,0.000330
0.053771,2.282,2.807,1691,0.000334
0.054105,2.302,2.818,1692,0.000338
0.054443,2.304,2.786,1693,0.000334
0.054777,2.376,2.814,1694,0.000329
0.055106,2.372,2.866,1695,0.000334
0.055440,2.389,2.823,1696,0.000339
0.055779,2.39,2.886,1697,0.000333
0.056112,2.391,2.867,1698,0.000330
0.056442,2.405,2.713,1699,0.000334
0.056776,2.42,2.743,1700,0.000338
0.057114,2.38,2.805,1701,0.000334
0.057448,2.399,2.697,1702,0.000329
0.057777,2.357,2.694,1703,0.000334
0.058111,2.405,2.654,1704,0.000339
0.058450,2.432,2.646,1705,0.000333
0.058783,2.314,2.622,1706,0.000330
0.059113,2.213,2.605,1707,0.000334
0.059447,2.318,2.602,1708,0.000338
0.059785,2.301,2.644,1709,0.000334
0.060119,2.328,2.637,1710,0.000329
0.060448,2.402,2.633,1711,0.000334
0.060782,2.411,2.651,1712,0.000338
0.061120,2.387,2.63,1713,0.000334
0.061454,2.325,2.685,1714,0.000330
0.061784,2.339,2.711,1715,0.000338
0.062122,2.274,2.762,1716,0.000334
0.062456,2.275,2.845,1717,-0.000352
0.062104,2.266,2.805,1718,0.001015
0.063119,2.266,2.762,1719,-0.000348
0.062771,2.308,2.721,1720,0.000339
0.063110,2.274,2.746,1721,0.000329
0.063439,2.239,2.702,1722,0.000334
0.063773,2.212,2.709,1723,0.000334
0.064107,2.174,2.622,1724,0.000338
0.064445,2.218,2.654,1725,0.000329
0.064774,2.26,2.671,1726,0.000334
0.065108,2.225,2.702,1727,0.000334
0.065442,2.303,2.655,1728,0.000338
0.065780,2.278,2.678,1729,0.000330
0.066110,2.221,2.656,1730,0.000334
0.066444,2.288,2.626,1731,0.000334
0.066778,2.262,2.613,1732,0.000334
0.067112,2.249,2.619,1733,0.000333
0.067445,2.256,2.615,1734,0.000334
0.067779,2.31,2.712,1735,0.001020
0.068799,2.31,2.689,1736,0.000334
0.069133,2.277,2.744,1737,0.000334
0.069467,2.283,2.696,1738,0.000334
0.069801,2.255,2.688,1739,0.000334
0.070135,2.256,2.57,1740,0.000334
0.070469,2.298,2.56,1741,0.000329
0.070798,2.258,2.526,1742,0.000338
0.071136,2.187,2.537,1743,0.000334
0.071470,2.25,2.699,1744,0.000334
0.071804,2.193,2.738,1745,0.000330
0.072134,2.21,2.71,1746,0.000338
0.072472,2.183,2.557,1747,0.000334
0.072806,2.229,2.467,1748,0.000334
0.073140,2.223,2.492,1749,0.000329
0.073469,2.192,2.49,1750,0.000338
0.073807,2.212,2.6,1751,0.000334
0.074141,2.27,2.531,1752,0.000334
0.074475,2.252,2.623,1753,0.000330
0.074805,2.251,2.662,1754,0.000338
0.075143,2.232,2.624,1755,0.000334
0.075477,2.244,2.607,1756,0.000329
0.075806,2.201,2.614,1757,0.000334
0.076140,2.189,2.575,1758,0.000338
0.076478,2.188,2.574,1759,0.000334
0.076812,2.197,2.605,1760,0.000330
0.077142,2.184,2.531,1761,0.000334
0.077476,2.219,2.578,1762,0.000338
0.077814,2.186,2.609,1763,0.000334
0.078148,2.241,2.668,1764,0.000329
0.078477,2.224,2.649,1765,0.000334
0.078811,2.206,2.647,1766,0.000338
0.079149,2.146,2.613,1767,0.000334
0.079483,2.06,2.471,1768,0.000330
0.079813,2.065,2.44,1769,0.000333
0.080146,2.074,2.468,1770,0.000339
0.080485,2.14,2.485,1771,0.000334
0.080819,2.156,2.514,1772,0.000329
0.081148,2.208,2.551,1773,0.000334
0.081482,2.175,2.568,1774,0.000338
0.081820,2.212,2.561,1775,0.000334
0.082154,2.156,2.591,1776,0.000330
0.082484,2.134,2.501,1777,0.000333
0.082817,2.138,2.552,1778,0.000339
0.083156,2.112,2.54,1779,0.000329
0.083485,2.118,2.491,1780,0.000334
0.083819,2.109,2.461,1781,0.000338
0.084157,2.101,2.503,1782,0.000334
0.084491,2.16,2.445,1783,0.000330
0.084821,2.147,2.45,1784,0.000333
0.085154,2.069,2.461,1785,0.000339
0.085493,2.127,2.496,1786,0.000334
0.085827,2.104,2.45,1787,0.000329
0.086156,2.2,2.482,1788,0.000334
0.086490,2.082,2.443,1789,0.000338
0.086828,2.174,2.475,1790,0.000334
0.087162,2.044,2.514,1791,0.000330
0.087492,2.082,2.464,1792,0.000333
0.087825,2.08,2.512,1793,0.000339
0.088164,2.06,2.42,1794,0.000334
0.088498,2.046,2.364,1795,0.000329
0.088827,2.068,2.385,1796,0.000338
0.089165,2.047,2.371,1797,0.000334
0.089499,2.04,2.344,1798,-0.000352
0.089147,2.056,2.486,1799,0.000329
0.089476,2.105,2.467,1800,0.001025
0.090501,2.045,2.492,1801,-0.000348
0.090153,2.094,2.479,1802,0.000329
0.090482,2.108,2.398,1803,0.000334
0.090816,2.085,2.351,1804,0.000334
0.091150,2.104,2.41,1805,0.001025
0.092175,2.102,2.344,1806,-0.000357
0.091818,2.06,2.297,1807,0.000334
0.092152,1.983,2.254,1808,0.000333
0.092485,2,2.287,1809,0.000339
0.092824,1.935,2.291,1810,0.000329
0.093153,1.975,2.307,1811,0.000334
0.093487,1.946,2.317,1812,0.000334
0.093821,1.978,2.39,1813,0.000338
0.094159,2.005,2.348,1814,0.000330
0.094489,2.021,2.288,1815,0.000334
0.094823,2.002,2.393,1816,0.000334
0.095157,1.991,2.299,1817,0.000338
0.095495,2.011,2.317,1818,0.000329
0.095824,2.031,2.31,1819,0.000334
0.096158,1.963,2.386,1820,0.000334
0.096492,1.956,2.315,1821,0.000334
0.096826,1.971,2.327,1822,0.000334
0.097160,1.928,2.308,1823,0.001020
0.098180,1.918,2.293,1824,0.000334
0.098514,1.976,2.3,1825,0.000334
0.098848,1.914,2.274,1826,0.000333
0.099181,1.958,2.324,1827,0.000334
0.099515,1.982,2.345,1828,0.000334
0.099849,1.96,2.332,1829,0.000334
0.100183,2.01,2.321,1830,0.000329
0.100512,1.96,2.332,1831,0.000339
0.100851,2.001,2.311,1832,0.000334
0.101185,1.977,2.334,1833,0.000334
0.101519,1.932,2.326,1834,0.000329
0.101848,1.981,2.322,1835,0.000338
0.102186,1.954,2.34,1836,0.000334
0.102520,1.938,2.326,1837,0.000334
0.102854,1.951,2.279,1838,0.000329
0.103183,1.94,2.309,1839,0.000339
0.103522,1.996,2.339,1840,0.000334
0.103856,1.939,2.209,1841,0.000329
0.104185,1.915,2.249,1842,0.000334
0.104519,1.933,2.233,1843,0.000338
0.104857,1.897,2.235,1844,0.000334
0.105191,1.912,2.21,1845,0.000330
0.105521,1.865,2.22,1846,0.000333
0.105854,1.87,2.314,1847,0.000339
0.106193,1.895,2.291,1848,0.000334
0.106527,1.871,2.205,1849,0.000329
0.106856,1.871,2.214,1850,0.000334
0.107190,1.881,2.206,1851,0.000338
0.107528,1.848,2.223,1852,0.000334
0.107862,1.848,2.114,1853,0.000329
0.108191,1.912,2.227,1854,0.000334
0.108525,1.866,2.284,1855,0.000339
0.108864,1.929,2.299,1856,0.000333
0.109197,1.856,2.262,1857,0.000330
0.109527,1.791,2.241,1858,0.000334
0.109861,1.839,2.265,1859,0.000338
0.110199,1.845,2.197,1860,0.000334
0.110533,1.907,2.222,1861,0.000329
0.110862,1.853,2.146,1862,0.000334
0.111196,1.884,2.132,1863,0.000339
0.111535,1.827,2.156,1864,0.000329
0.111864,1.796,2.243,1865,0.000334
0.112198,1.834,2.217,1866,0.000334
0.112532,1.794,2.231,1867,0.000338
0.112870,1.803,2.213,1868,0.000329
0.113199,1.798,2.22,1869,0.000334
0.113533,1.779,2.239,1870,0.000339
0.113872,1.739,2.231,1871,0.000334
0.114206,1.77,2.206,1872,0.000329
0.114535,1.741,2.231,1873,0.000334
0.114869,1.72,2.207,1874,0.000338
0.115207,1.766,2.234,1875,0.000334
0.115541,1.804,2.241,1876,0.000329
0.115870,1.831,2.182,1877,0.000334
0.116204,1.788,2.227,1878,0.000339
0.116543,1.761,2.239,1879,0.000333
0.116876,1.761,2.187,1880,0.000330
0.117206,1.764,2.105,1881,0.000334
0.117540,1.834,2.112,1882,0.000338
0.117878,1.793,2.087,1883,0.000334
0.118212,1.772,2.073,1884,0.000329
0.118541,1.797,2.077,1885,0.000339
0.118880,1.777,2.073,1886,0.000334
