"2006d222_05h46m53s_Cont_mike_3C123.csv",,,,
"This .csv file was written on",07/08/14,09:51:47,,
"Object"," 3C123 ",,,
,,,,
0.338548,-0.076,0.158,2546,0.000334
0.338882,-0.119,0.199,2547,0.000330
0.339212,-0.119,0.161,2548,0.000338
0.339550,-0.085,0.118,2549,0.000334
0.339884,-0.104,0.074,2550,0.000329
0.340213,-0.129,0.122,2551,0.000334
0.340547,-0.077,0.193,2552,0.000339
0.340886,-0.047,0.174,2553,0.000333
0.341219,-0.01,0.237,2554,0.001016
0.342235,-0.133,0.156,2555,0.000334
0.342569,-0.101,0.151,2556,0.000338
0.342907,-0.122,0.128,2557,0.000334
0.343241,-0.136,0.068,2558,0.000330
0.343571,-0.04,0.11,2559,0.000334
0.343905,-0.111,0.103,2560,0.000338
0.344243,-0.067,0.095,2561,0.000334
0.344577,-0.033,0.102,2562,0.000329
0.344906,-0.015,0.072,2563,0.000334
0.345240,0.02,0.116,2564,0.000338
0.345578,0.033,0.124,2565,0.000334
0.345912,0,0.122,2566,0.000330
0.346242,0.044,0.15,2567,0.000333
0.346575,-0.004,0.175,2568,0.000339
0.346914,-0.102,0.182,2569,0.000334
0.347248,-0.124,0.146,2570,0.000329
0.347577,-0.133,0.153,2571,0.000334
0.347911,-0.125,0.142,2572,0.000338
0.348249,-0.099,0.143,2573,0.000334
0.348583,-0.068,0.162,2574,0.000330
0.348913,-0.08,0.1,2575,0.000333
0.349246,-0.08,0.172,2576,0.000339
0.349585,-0.059,0.145,2577,0.000334
0.349919,-0.024,0.201,2578,0.000329
0.350248,-0.064,0.18,2579,0.000334
0.350582,0.006,0.255,2580,0.000338
0.350920,-0.021,0.175,2581,0.000334
0.351254,-0.048,0.149,2582,0.000330
0.351584,-0.012,0.058,2583,0.000333
0.351917,0.006,0.172,2584,0.000339
0.352256,-0.014,0.207,2585,0.000334
0.352590,-0.026,0.177,2586,0.000329
0.352919,-0.027,0.085,2587,0.000334
0.353253,-0.024,0.102,2588,0.000338
0.353591,-0.071,0.147,2589,0.000334
0.353925,0.032,0.163,2590,0.000330
0.354255,-0.085,0.073,2591,0.000338
0.354593,-0.139,0.085,2592,0.000334
0.354927,-0.115,0.115,2593,0.000334
0.355261,0.014,0.095,2594,0.000329
0.355590,-0.123,0.119,2595,0.000338
0.355928,0.02,0.08,2596,0.000339
0.356267,-0.006,0.056,2597,0.000329
0.356596,-0.061,0.08,2598,0.000334
0.356930,-0.082,0.115,2599,0.000334
0.357264,-0.042,0.147,2600,0.000338
0.357602,-0.071,0.12,2601,0.000330
0.357932,-0.083,0.161,2602,0.000329
0.358261,-0.103,0.176,2603,0.000338
0.358599,-0.055,0.092,2604,0.000339
0.358938,-0.129,0.074,2605,-0.000357
0.358581,-0.053,0.129,2606,0.001020
0.359601,-0.13,0.087,2607,0.000334
0.359935,-0.103,0.044,2608,0.000338
0.360273,-0.125,0.096,2609,-0.000357
0.359916,-0.053,0.092,2610,0.000330
0.360246,0.039,0.137,2611,0.000338
0.360584,-0.015,0.087,2612,0.001020
0.361604,-0.09,0.068,2613,-0.000352
0.361252,-0.033,0.114,2614,0.001015
0.362267,-0.02,0.09,2615,-0.000347
0.361920,-0.021,0.132,2616,0.000333
0.362253,-0.133,0.106,2617,0.000334
0.362587,-0.116,0.234,2618,0.000330
0.362917,-0.075,0.163,2619,0.000338
0.363255,-0.084,0.14,2620,0.000334
0.363589,-0.001,0.152,2621,0.000334
0.363923,-0.021,0.233,2622,0.000329
0.364252,-0.069,0.124,2623,0.000339
0.364591,-0.048,0.24,2624,0.000334
0.364925,-0.019,0.231,2625,0.000329
0.365254,-0.022,0.095,2626,0.000334
0.365588,-0.056,0.07,2627,0.000338
0.365926,-0.046,0.081,2628,0.000334
0.366260,-0.054,0.094,2629,0.000329
0.366589,-0.088,0.154,2630,0.000334
0.366923,-0.155,0.177,2631,0.000338
0.367261,-0.174,0.196,2632,0.001021
0.368282,-0.174,0.045,2633,0.000329
0.368611,-0.184,0.005,2634,0.000334
0.368945,-0.115,0.055,2635,0.000338
0.369283,-0.016,-0.007,2636,0.000334
0.369617,0.034,0.122,2637,0.000330
0.369947,-0.014,0.16,2638,0.000333
0.370280,-0.045,0.137,2639,0.000339
0.370619,-0.047,0.131,2640,0.000334
0.370953,-0.039,0.112,2641,0.000329
0.371282,-0.013,0.103,2642,0.000334
0.371616,-0.059,0.099,2643,0.000338
0.371954,-0.131,0.129,2644,0.000334
0.372288,-0.122,0.128,2645,0.000330
0.372618,-0.098,0.123,2646,0.000334
0.372952,-0.055,0.142,2647,0.000338
0.373290,-0.141,0.134,2648,0.000334
0.373624,-0.032,0.115,2649,0.000329
0.373953,-0.077,0.127,2650,0.000334
0.374287,-0.095,0.12,2651,0.000338
0.374625,-0.13,0.16,2652,0.000334
0.374959,-0.064,0.192,2653,0.000329
0.375288,-0.087,0.149,2654,0.000334
0.375622,-0.079,0.008,2655,0.000339
0.375961,-0.1,0.051,2656,0.000334
0.376295,-0.108,0.095,2657,0.000329
0.376624,-0.108,0.101,2658,0.000334
0.376958,-0.132,0.083,2659,0.000338
0.377296,-0.155,0.092,2660,0.000334
0.377630,-0.137,0.096,2661,0.000330
0.377960,-0.132,0.099,2662,0.000333
0.378293,-0.109,0.089,2663,0.000339
0.378632,-0.158,0.071,2664,0.000334
0.378966,-0.156,0.141,2665,0.000329
0.379295,-0.132,0.16,2666,0.000334
0.379629,-0.126,0.12,2667,0.000338
0.379967,-0.142,0.145,2668,0.000334
0.380301,-0.037,0.124,2669,0.000334
0.380635,-0.064,0.099,2670,0.000334
0.380969,-0.053,0.123,2671,0.000334
0.381303,-0.163,0.113,2672,0.000338
0.381641,-0.114,0.189,2673,0.000330
0.381971,-0.162,0.112,2674,0.000333
0.382304,-0.125,0.08,2675,0.000339
0.382643,-0.162,0.085,2676,0.000334
0.382977,-0.159,0.097,2677,0.000329
0.383306,-0.137,0.108,2678,0.000334
0.383640,-0.098,0.039,2679,0.000338
0.383978,-0.166,0.092,2680,0.000330
0.384308,-0.153,0.083,2681,0.000334
0.384642,-0.087,0.065,2682,0.000333
0.384975,-0.152,0.02,2683,0.000334
0.385309,-0.076,0.074,2684,0.000334
0.385643,-0.114,0.067,2685,0.000334
0.385977,-0.091,0.093,2686,0.000334
0.386311,-0.113,0.029,2687,-0.000353
0.385958,-0.156,0.099,2688,0.000334
0.386292,-0.104,0.034,2689,0.001016
0.387308,-0.118,0.011,2690,-0.000348
0.386960,-0.032,0.046,2691,0.000334
0.387294,-0.071,0.076,2692,0.000334
0.387628,-0.069,0.023,2693,0.000329
0.387957,-0.02,0.092,2694,0.000334
0.388291,-0.037,0.105,2695,0.000339
0.388630,-0.129,0.188,2696,0.000333
0.388963,-0.126,0.076,2697,0.001016
0.389979,-0.118,0.062,2698,-0.000352
0.389627,-0.073,-0.026,2699,0.000338
0.389965,-0.111,-0.008,2700,0.000334
0.390299,-0.071,-0.01,2701,0.000329
0.390628,-0.105,0.062,2702,0.000334
0.390962,-0.124,0.09,2703,0.000338
0.391300,-0.097,0.156,2704,0.000334
0.391634,-0.12,0.192,2705,0.000330
0.391964,-0.166,0.159,2706,0.000334
0.392298,-0.154,0.146,2707,0.000338
0.392636,-0.107,0.053,2708,0.000334
0.392970,-0.132,0.016,2709,0.000329
0.393299,-0.085,-0.059,2710,0.000334
0.393633,-0.114,-0.048,2711,0.000338
0.393971,-0.051,-0.001,2712,0.000334
0.394305,-0.03,-0.005,2713,0.000330
0.394635,-0.03,-0.005,2714,0.001020
0.395655,0.003,0.026,2715,0.000338
0.395993,-0.086,0.015,2716,0.000334
0.396327,-0.112,0.012,2717,0.000330
0.396657,-0.145,0.1,2718,0.000333
0.396990,-0.144,0.077,2719,0.000339
0.397329,-0.096,0.111,2720,0.000334
0.397663,-0.108,0.02,2721,0.000329
0.397992,-0.162,0.047,2722,0.000334
0.398326,-0.048,0.049,2723,0.000338
0.398664,-0.076,0.146,2724,0.000334
0.398998,-0.046,0.167,2725,0.000330
0.399328,-0.084,0.125,2726,0.000333
0.399661,-0.104,0.143,2727,0.000339
0.400000,-0.068,0.157,2728,0.000334
0.400334,-0.063,0.145,2729,0.000329
0.400663,-0.121,0.106,2730,0.000334
0.400997,-0.118,0.125,2731,0.000338
0.401335,-0.163,0.092,2732,0.000334
0.401669,-0.14,0.082,2733,0.000329
0.401998,-0.142,0.073,2734,0.000334
0.402332,-0.104,0.068,2735,0.000339
0.402671,-0.073,0.098,2736,0.000329
0.403000,-0.094,-0.01,2737,0.000334
0.403334,-0.197,0.039,2738,0.000334
0.403668,-0.151,0.116,2739,0.000338
0.404006,-0.159,0.163,2740,0.000334
0.404340,-0.186,0.137,2741,0.000330
0.404670,-0.178,0.145,2742,0.000333
0.405003,-0.14,0.06,2743,0.000339
0.405342,-0.094,0.057,2744,-0.000353
0.404989,-0.109,-0.014,2745,0.001016
0.406005,-0.099,-0.006,2746,0.000338
0.406343,-0.09,-0.014,2747,0.000334
0.406677,-0.167,0.018,2748,-0.001039
0.405638,-0.189,0.013,2749,0.001702
0.407340,-0.202,0.02,2750,-0.000348
0.406992,-0.133,0.025,2751,0.000339
0.407331,-0.179,0.019,2752,0.000329
0.407660,-0.148,0.072,2753,0.001020
0.408680,-0.118,0.076,2754,0.000334
0.409014,-0.089,0.05,2755,-0.000348
0.408666,-0.126,0.073,2756,0.000330
0.408996,-0.05,0.067,2757,0.000329
0.409325,-0.097,0.083,2758,0.000339
0.409664,-0.176,0.032,2759,0.000338
0.410002,-0.158,0.027,2760,0.000329
0.410331,-0.123,0.062,2761,0.000330
0.410661,-0.149,0.03,2762,0.001024
0.411685,-0.138,0.023,2763,-0.000348
0.411337,-0.128,0.032,2764,0.001016
0.412353,-0.117,0.006,2765,-0.000357
0.411996,-0.128,0.035,2766,0.000339
0.412335,-0.102,0.031,2767,0.000338
0.412673,-0.08,-0.026,2768,0.000329
0.413002,-0.093,-0.032,2769,0.000330
0.413332,-0.16,-0.047,2770,0.000338
0.413670,-0.139,-0.051,2771,0.000334
0.414004,-0.079,-0.017,2772,0.000334
0.414338,-0.09,-0.028,2773,0.000329
0.414667,-0.078,-0.018,2774,0.000338
0.415005,-0.066,0.123,2775,0.000334
0.415339,-0.078,0.083,2776,0.000334
0.415673,-0.046,0.074,2777,0.000330
0.416003,-0.092,0.06,2778,0.000338
0.416341,-0.078,0.037,2779,0.000334
0.416675,-0.123,0.048,2780,0.000329
0.417004,-0.109,0.045,2781,0.000334
0.417338,-0.135,0.041,2782,0.001025
0.418363,-0.127,0.104,2783,0.000334
0.418697,-0.148,0.09,2784,0.000329
0.419026,-0.162,0.137,2785,0.000334
0.419360,-0.181,0.13,2786,0.000338
0.419698,-0.178,0.109,2787,0.000334
0.420032,-0.127,0.108,2788,0.000330
0.420362,-0.14,0.115,2789,0.000333
0.420695,-0.207,0.017,2790,0.000339
0.421034,-0.164,0.075,2791,0.000334
0.421368,-0.153,0.073,2792,0.000329
0.421697,-0.123,0.049,2793,0.000334
0.422031,-0.131,0.027,2794,0.000338
0.422369,-0.16,0.02,2795,0.000334
0.422703,-0.103,0.036,2796,0.000330
0.423033,-0.095,0.079,2797,0.000334
0.423367,-0.092,0.066,2798,0.000338
0.423705,-0.126,0.043,2799,0.000334
0.424039,-0.126,0.045,2800,0.000329
0.424368,-0.141,-0.019,2801,0.000334
0.424702,-0.116,-0.006,2802,0.000338
0.425040,-0.049,0.12,2803,0.000334
0.425374,-0.073,0.081,2804,0.000330
0.425704,-0.174,0.084,2805,0.000333
0.426037,-0.127,0.13,2806,0.000339
0.426376,-0.105,0.089,2807,0.000334
0.426710,-0.11,0.075,2808,0.000329
0.427039,-0.079,0.176,2809,0.000334
0.427373,-0.082,0.065,2810,0.000338
0.427711,-0.117,0.09,2811,0.000334
0.428045,-0.121,0.074,2812,0.000330
0.428375,-0.089,0.022,2813,0.000333
0.428708,-0.056,0.024,2814,0.000339
0.429047,-0.129,0.029,2815,0.000334
0.429381,-0.147,-0.02,2816,0.000329
0.429710,-0.118,0.076,2817,0.000334
0.430044,-0.134,0.079,2818,0.000338
0.430382,-0.131,0.124,2819,0.000334
0.430716,-0.199,0.09,2820,0.000330
0.431046,-0.172,0.064,2821,0.000333
0.431379,-0.183,0.095,2822,0.000339
0.431718,-0.217,0.019,2823,0.000334
0.432052,-0.14,0.034,2824,0.000329
0.432381,-0.112,0.079,2825,0.000334
0.432715,-0.184,-0.017,2826,0.000338
0.433053,-0.107,-0.019,2827,0.000339
0.433392,-0.028,-0.008,2828,0.000329
0.433721,-0.073,0.08,2829,0.000334
0.434055,-0.142,0.019,2830,0.000334
0.434389,-0.165,0.068,2831,0.000338
0.434727,-0.15,0.014,2832,0.000330
0.435057,-0.131,0.09,2833,0.000333
0.435390,-0.144,0.019,2834,0.000334
0.435724,-0.05,0.047,2835,0.000339
0.436063,-0.08,0.029,2836,0.000329
0.436392,-0.055,0.039,2837,-0.000357
0.436035,-0.087,0.029,2838,0.001025
0.437060,-0.057,0.037,2839,-0.000353
0.436707,-0.079,0.039,2840,0.000334
0.437041,-0.138,-0.033,2841,0.000330
0.437371,-0.122,-0.062,2842,0.001024
0.438395,-0.119,0.001,2843,-0.000352
0.438043,-0.14,0.012,2844,0.000329
0.438372,-0.152,-0.078,2845,0.000334
0.438706,-0.157,-0.013,2846,0.000339
0.439045,-0.264,0.056,2847,0.000333
0.439378,-0.248,0.023,2848,0.000330
0.439708,-0.223,0.048,2849,0.000334
0.440042,0.026,0.087,2850,0.000338
0.440380,-0.121,0.055,2851,0.000334
0.440714,-0.119,0.065,2852,0.000329
0.441043,-0.13,0.007,2853,0.000334
0.441377,-0.129,-0.04,2854,0.000339
0.441716,-0.111,-0.026,2855,0.000333
0.442049,-0.15,-0.085,2856,0.000330
0.442379,-0.165,-0.083,2857,0.000334
0.442713,-0.106,0.01,2858,0.001024
0.443737,-0.091,0.024,2859,-0.000352
0.443385,-0.14,0.021,2860,0.001015
0.444400,-0.075,0.204,2861,0.000334
0.444734,-0.118,0.133,2862,0.000339
0.445073,-0.127,0.002,2863,0.000334
0.445407,-0.163,0.169,2864,0.000329
0.445736,-0.14,0.03,2865,0.000334
0.446070,-0.08,0.028,2866,0.000338
0.446408,-0.084,0.029,2867,0.000334
0.446742,-0.095,0.02,2868,0.000330
0.447072,-0.135,0.002,2869,-0.000353
0.446719,-0.112,0.021,2870,0.001025
0.447744,-0.119,0.033,2871,0.000334
0.448078,-0.111,0.025,2872,0.000329
0.448407,-0.124,0.016,2873,0.000334
0.448741,-0.113,0.044,2874,0.000338
0.449079,-0.077,-0.027,2875,-0.000352
0.448727,-0.074,-0.024,2876,0.001016
0.449743,-0.078,-0.085,2877,0.000333
0.450076,-0.107,-0.1,2878,0.000339
0.450415,-0.109,-0.121,2879,0.000334
0.450749,-0.068,-0.05,2880,0.000329
0.451078,-0.004,0.017,2881,0.000334
0.451412,-0.13,0.068,2882,0.000338
0.451750,-0.226,0.038,2883,-0.000352
0.451398,-0.079,0.032,2884,0.001015
0.452413,-0.055,0.08,2885,0.000334
0.452747,-0.244,0.03,2886,0.000339
0.453086,0.032,0.049,2887,0.000334
0.453420,-0.046,0.069,2888,0.000329
0.453749,-0.178,0.059,2889,-0.000352
0.453397,-0.146,0.041,2890,0.001024
0.454421,-0.02,0.018,2891,-0.000352
0.454069,-0.179,0.103,2892,0.000329
0.454398,-0.21,0.02,2893,0.001025
0.455423,-0.104,-0.009,2894,0.000334
0.455757,-0.103,-0.027,2895,-0.000353
0.455404,-0.172,-0.022,2896,0.000334
0.455738,-0.144,-0.011,2897,0.000334
0.456072,-0.128,-0.123,2898,0.001025
0.457097,-0.15,-0.044,2899,-0.000353
0.456744,-0.144,-0.044,2900,0.000330
0.457074,-0.142,-0.144,2901,0.001020
0.458094,-0.124,-0.125,2902,-0.000348
0.457746,-0.222,-0.099,2903,0.000329
0.458075,-0.169,-0.118,2904,0.000334
0.458409,-0.177,-0.15,2905,0.000334
0.458743,-0.247,-0.002,2906,0.000338
0.459081,-0.102,0.03,2907,0.000330
0.459411,-0.097,0.034,2908,0.000334
0.459745,-0.122,0.021,2909,0.000334
0.460079,-0.113,0.044,2910,0.000338
0.460417,-0.062,0.024,2911,0.000329
0.460746,-0.117,0.008,2912,0.000330
0.461076,-0.07,0.124,2913,0.000338
0.461414,-0.139,0.065,2914,0.000339
0.461753,-0.108,0.014,2915,0.000329
0.462082,-0.119,-0.037,2916,0.000329
0.462411,-0.102,-0.03,2917,0.000339
0.462750,-0.062,-0.003,2918,0.000333
0.463083,-0.089,-0.102,2919,0.001021
0.464104,-0.125,-0.088,2920,0.000329
0.464433,-0.107,-0.023,2921,0.000338
0.464771,-0.179,-0.046,2922,0.000334
0.465105,-0.115,0.042,2923,0.000334
0.465439,-0.123,-0.009,2924,0.000330
0.465769,-0.129,-0.009,2925,0.000338
0.466107,-0.153,-0.036,2926,0.000334
0.466441,-0.156,0.043,2927,0.000334
0.466775,-0.139,0.089,2928,0.000329
0.467104,-0.232,-0.027,2929,0.000334
0.467438,-0.253,-0.043,2930,0.000338
0.467776,-0.226,-0.077,2931,0.000330
0.468106,-0.208,-0.114,2932,0.000334
0.468440,-0.146,-0.08,2933,0.000333
0.468773,-0.095,-0.125,2934,0.000339
0.469112,-0.125,-0.125,2935,0.000329
0.469441,-0.121,-0.068,2936,0.000334
0.469775,-0.132,-0.013,2937,0.000334
0.470109,-0.15,-0.059,2938,0.000338
0.470447,-0.043,0.116,2939,0.000330
0.470777,-0.086,-0.057,2940,0.000334
0.471111,-0.074,-0.072,2941,0.000333
0.471444,-0.055,-0.045,2942,0.000339
0.471783,-0.055,-0.022,2943,0.000329
0.472112,-0.045,-0.025,2944,0.000334
0.472446,-0.063,-0.069,2945,0.000334
0.472780,-0.082,-0.017,2946,0.000338
0.473118,-0.146,-0.078,2947,0.000330
0.473448,-0.193,-0.111,2948,0.000334
0.473782,-0.208,0.07,2949,0.000333
0.474115,-0.259,0.013,2950,0.000339
0.474454,-0.238,0.004,2951,0.000329
0.474783,-0.169,0.017,2952,0.000334
0.475117,-0.073,0.054,2953,0.000334
0.475451,-0.095,0.054,2954,0.000338
0.475789,-0.094,0.07,2955,0.000330
0.476119,-0.113,-0.078,2956,0.000334
0.476453,-0.102,0.006,2957,0.000338
0.476791,-0.131,-0.11,2958,0.000334
0.477125,-0.11,0.034,2959,0.000329
0.477454,-0.177,-0.038,2960,0.000334
0.477788,-0.218,0.046,2961,0.000338
0.478126,-0.158,-0.109,2962,0.000334
0.478460,-0.182,-0.037,2963,0.000334
0.478794,-0.124,-0.133,2964,0.000330
0.479124,-0.09,-0.054,2965,0.000338
0.479462,-0.149,-0.129,2966,0.000338
0.479800,-0.13,-0.053,2967,0.000330
0.480130,-0.127,-0.149,2968,0.000329
0.480459,-0.149,0,2969,-0.000348
0.480111,-0.108,0.087,2970,0.000339
0.480450,-0.098,0.053,2971,0.000329
0.480779,-0.098,-0.026,2972,0.001016
0.481795,-0.135,0.046,2973,-0.000348
0.481447,-0.101,0.156,2974,0.000333
0.481780,-0.062,0.024,2975,0.000334
0.482114,-0.121,0.001,2976,0.000330
0.482444,-0.072,-0.04,2977,0.000338
0.482782,-0.126,-0.038,2978,0.000334
0.483116,-0.107,-0.038,2979,0.000329
0.483445,-0.152,0.005,2980,0.000334
0.483779,-0.139,0.058,2981,0.000339
0.484118,-0.189,0.012,2982,0.000334
0.484452,-0.164,-0.027,2983,0.000329
0.484781,-0.132,0.001,2984,0.000334
0.485115,-0.151,0.049,2985,0.000338
0.485453,-0.197,0.055,2986,0.000334
0.485787,-0.165,0.027,2987,0.000330
0.486117,-0.164,0.013,2988,0.000333
0.486450,-0.128,-0.062,2989,0.000339
0.486789,-0.128,-0.036,2990,0.001020
0.487809,-0.093,0.091,2991,0.000329
0.488138,-0.169,-0.076,2992,0.000334
0.488472,-0.186,0.009,2993,0.000338
0.488810,-0.165,0.068,2994,0.000334
0.489144,-0.155,-0.012,2995,0.000330
0.489474,-0.047,0.135,2996,0.000334
0.489808,-0.123,-0.005,2997,0.000338
0.490146,-0.083,-0.008,2998,0.000334
0.490480,-0.091,-0.026,2999,0.000329
0.490809,-0.075,-0.017,3000,0.000334
0.491143,-0.088,0.023,3001,0.000338
0.491481,-0.118,0.003,3002,0.000334
0.491815,-0.108,0.022,3003,0.000330
0.492145,-0.108,-0.006,3004,0.000334
0.492479,-0.116,0.041,3005,0.000338
0.492817,-0.106,0.107,3006,0.000334
0.493151,-0.13,0.066,3007,0.000329
0.493480,-0.11,0.094,3008,0.000334
0.493814,-0.2,0.076,3009,0.000339
0.494153,-0.149,0.103,3010,0.000333
0.494486,-0.114,-0.04,3011,0.000330
0.494816,-0.117,0.001,3012,0.000334
0.495150,-0.13,-0.04,3013,0.000338
0.495488,-0.101,-0.041,3014,0.000334
0.495822,-0.104,-0.036,3015,0.000329
0.496151,-0.138,0.054,3016,0.000334
0.496485,-0.128,0.123,3017,0.000338
0.496823,-0.181,0.069,3018,0.000334
0.497157,-0.195,0.062,3019,0.000330
0.497487,-0.186,0.069,3020,0.000334
0.497821,-0.122,0.017,3021,0.000338
0.498159,-0.096,0.03,3022,0.000334
0.498493,-0.135,-0.073,3023,0.000329
0.498822,-0.08,-0.008,3024,0.000334
0.499156,-0.14,-0.052,3025,0.000338
0.499494,-0.161,-0.103,3026,0.000334
0.499828,-0.072,0.036,3027,0.000330
0.500158,-0.103,0.091,3028,0.000338
0.500496,-0.152,0.009,3029,0.000338
0.500834,-0.117,0.023,3030,0.000330
0.501164,-0.134,-0.013,3031,0.000334
0.501498,-0.113,0.01,3032,0.000334
0.501832,-0.158,0.014,3033,0.000338
0.502170,-0.119,-0.11,3034,0.000329
0.502499,-0.131,0.005,3035,0.000330
0.502829,-0.098,-0.012,3036,0.000338
0.503167,-0.082,0.045,3037,0.000334
0.503501,-0.106,0.035,3038,0.000334
0.503835,-0.115,-0.038,3039,0.000329
0.504164,-0.155,-0.036,3040,0.000339
0.504503,-0.131,0.033,3041,0.000334
0.504837,-0.104,-0.059,3042,0.000333
0.505170,-0.06,0.077,3043,0.000330
0.505500,-0.065,0.065,3044,0.000338
0.505838,-0.06,0.067,3045,0.000334
0.506172,-0.046,0.077,3046,0.000334
0.506506,-0.07,0.063,3047,0.000329
0.506835,-0.094,0.133,3048,0.000339
0.507174,-0.116,0.02,3049,0.000333
0.507507,-0.1,0.042,3050,0.000334
0.507841,-0.11,0.005,3051,0.000330
0.508171,-0.098,0.099,3052,0.000338
0.508509,-0.005,0.101,3053,0.000334
0.508843,-0.089,0.051,3054,0.000334
0.509177,-0.055,0.046,3055,0.000329
0.509506,0.001,0.05,3056,0.000339
0.509845,-0.109,0.022,3057,0.000333
0.510178,-0.052,0.006,3058,0.000330
0.510508,-0.133,-0.029,3059,0.000334
0.510842,-0.052,0.017,3060,0.000338
0.511180,-0.058,0.032,3061,0.000334
0.511514,-0.055,0.032,3062,0.000334
0.511848,-0.163,0.031,3063,0.000329
0.512177,-0.151,0.114,3064,
